,Year,Organization,Type,Designation,Standing,Allocation
703,2013,Student Parent Association for Recruitment and Retention,SISG,Service RSO,14,3417.0
704,2013,Student to Student Peer Counseling,SISG,Service RSO,23,1700.0
705,2013,Suitcase Clinic,SISG,Service RSO,15,2396.0
706,2013,Supporting Peers in Laid-Back Listening,SISG,Health & Wellness RSO,4,450.0
707,2013,Take Back the Night,SISG,Political & Advocacy RSO,11,306.0
708,2013,Teach in Prison,SISG,Service RSO,4,400.0
709,2013,Team HBV,SISG,Health & Wellness RSO,7,754.0
710,2013,Theater for Charity,SISG,Performing Arts RSO,9,1598.0
711,2013,TRENZA,SISG,Cultural & Identity/Women Interest RSO,15,1600.0
712,2013,UNICEF at Berkeley,SISG,Service RSO,11,803.0
713,2013,Universal Love and Peace,SISG,Service RSO,3,750.0
714,2013,Vietnamese Student Association,SISG,Cultural & Identity/International RSO,22,5118.0
715,2013,Volunteer Health Interpreters Organization,SISG,Health & Wellness RSO,8,816.0
716,2013,Volunteers Around the World at Berkeley,SISG,Service RSO,3,750.0
717,2013,Volunteers for Medical Outreach,SISG,Service RSO,6,703.0
718,2013,Wonderworks,SISG,Service RSO,3,247.0
719,2013,World Literacy Project,SISG,Service RSO,2,200.0
720,2013,Xinaxtli,SISG,Cultural & Identity/Cultural & Ethnic RSO,42,2812.0
721,2013,You Mean More,SISG,Health & Wellness RSO,3,600.0
722,2013,De Colores,SISG,Cultural & Identity/LGBTQ+ RSO,6,900.0
723,2013,Youth Empowerment Program,SISG,Service RSO,2,500.0
724,2013,Youth Support Program,SISG,Service RSO,18,400.0
725,2014,Threads,PUB,Publications RSO,14,1200.0
726,2014,Alternative Breaks,PUB,Service RSO,12,900.0
727,2014,BARE Magazine,PUB,Publications RSO,8,4500.0
728,2014,Berkeley Fiction Review,PUB,Publications RSO,31,1000.0
729,2014,Berkeley Poetry Review,PUB,Publications RSO,20,1500.0
730,2014,The Berkeley Political Review,PUB,Publications RSO,13,4500.0
731,2014,Berkeley Science Review,PUB,Publications RSO,14,2115.0
732,2014,Blue and Gold Yearbook,PUB,Publications RSO,1,500.0
733,2014,The B-Side,PUB,Publications RSO,1,300.0
734,2014,byte of Berkeley,PUB,Publications RSO,2,900.0
735,2014,Cal Literature & Arts Magazine,PUB,Publications RSO,17,1400.0
736,2014,Caliber Magazine,PUB,Publications RSO,5,7500.0
737,2014,California Patriot,PUB,Publications RSO,1,700.0
738,2014,Clio's Scroll,PUB,Publications RSO,15,1100.0
739,2014,The Folio: English Academic Journal,PUB,Publications RSO,3,1100.0
740,2014,hardboiled,PUB,Publications RSO,18,4000.0
741,2014,The Heuristic Squelch,PUB,Publications RSO,18,8000.0
742,2014,International Youth and Students for Social Equality,PUB,Political & Advocacy RSO,2,800.0
743,2014,La Voz de Berkeley,PUB,Publications RSO,1,700.0
744,2014,maganda magazine,PUB,Publications RSO,25,1650.0
745,2014,Onyx Express,PUB,Publications RSO,19,4000.0
746,2014,Public Health Advocate,PUB,Publications RSO,10,300.0
747,2014,Sather Health: Issues in Student Health,PUB,Publications RSO,4,723.0
748,2014,Science of Wellness,PUB,Publications RSO,3,800.0
749,2014,The Smart Ass,PUB,Publications RSO,16,3700.0
750,2014,Spoon University at Berkeley,PUB,Publications RSO,1,700.0
751,2014,The Starving Critic,PUB,Publications RSO,2,900.0
752,2014,To An Unknown God,PUB,Publications RSO,6,2500.0
753,2014,"Troika: An Undergraduate Journal in Slavic, East European and Eurasian Studies",PUB,Publications RSO,3,1100.0
754,2014,Undergraduate Journal of Psychology at Berkeley,PUB,Publications RSO,3,600.0
755,2014,Vagabond Multilingual Journal,PUB,Publications RSO,2,900.0
756,2014,Words of the Watershed,PUB,Publications RSO,1,500.0
757,2014,[make]new christian fellowship,SAG,Spiritual RSO,1,200.0
758,2014,3DMC,SAG,Media & Film RSO,2,0.0
759,2014,International Undergraduate Student Ministry,SAG,Spiritual RSO,1,200.0
760,2014,Abba Modern,SAG,Performing Arts RSO,3,600.0
761,2014,acts2fellowship,SAG,Spiritual RSO,13,3000.0
762,2014,Afghan Student Association,SAG,Cultural & Identity/International RSO,6,600.0
763,2014,AFX Dance,SAG,Performing Arts RSO,2,400.0
764,2014,"Alpha Epsilon Zeta Fraternity, Inc.",SAG,Professional RSO,10,1200.0
765,2014,Alpha Kappa Psi,SAG,Academic RSO,4,800.0
766,2014,Alpha Phi Omega,SAG,Service RSO,29,5000.0
767,2014,American Institute of Architecture Students,SAG,Professional RSO,6,200.0
768,2014,American Medical Student Association--Berkeley Premedical Chapter,SAG,Professional RSO,16,700.0
769,2014,American Medical Women's Association at Berkeley,SAG,Cultural & Identity/Women Interest RSO,1,200.0
770,2014,American Parliamentary Debate Society of Berkeley,SAG,Academic RSO,3,600.0
771,2014,American Society of Civil Engineers,SAG,Academic RSO,9,0.0
772,2014,Arab Student Union,SAG,Cultural & Identity/International RSO,4,750.0
773,2014,Argentine Tango Club of Berkeley,SAG,Performing Arts RSO,4,800.0
774,2014,Armenian Student Association,SAG,Cultural & Identity/International RSO,32,2200.0
775,2014,ASCEND,SAG,Professional RSO,6,300.0
776,2014,"Asha for Education, Berkeley",SAG,Service RSO,10,1000.0
777,2014,Asian American Association,SAG,Cultural & Identity/Cultural & Ethnic RSO,17,8000.0
778,2014,Asian American Christian Fellowship,SAG,Spiritual RSO,1,200.0
779,2014,Asian American Public Leaders,SAG,Cultural & Identity/Cultural & Ethnic RSO,2,400.0
780,2014,Asian Pacific American Coalition,SAG,Cultural & Identity/Cultural & Ethnic RSO,15,1300.0
781,2014,Association for Muslim Professional Development,SAG,Professional RSO,8,1400.0
782,2014,Azaad,SAG,Performing Arts RSO,2,400.0
783,2014,Ballet Company at Berkeley,SAG,Performing Arts RSO,3,400.0
784,2014,Ballet Folklorico Reflejos De Mexico,SAG,Performing Arts RSO,2,400.0
785,2014,"BAMN - Coalition to Defend Affirmative Action, Integration, and Immigrant Rights and Fight for Equality By Any Means Necessary",SAG,Political & Advocacy RSO,16,2700.0
786,2014,Berkeley Ballroom Dancers,SAG,Performing Arts RSO,11,0.0
787,2014,Berkeley Business Society,SAG,Professional RSO,8,750.0
788,2014,Berkeley Carillon Guild,SAG,Performing Arts RSO,11,400.0
789,2014,Berkeley College Republicans,SAG,Political & Advocacy RSO,19,3500.0
790,2014,Berkeley Consulting,SAG,Professional RSO,15,800.0
791,2014,Berkeley Environmental Economics and Policy Students,SAG,Departmental RSO,2,110.0
792,2014,The Berkeley Forum,SAG,Professional RSO,3,600.0
793,2014,The Berkeley Group,SAG,Professional RSO,12,900.0
794,2014,Berkeley Legal Studies Association,SAG,Academic RSO,15,150.0
795,2014,Berkeley Organization for Animal Advocacy,SAG,Political & Advocacy RSO,15,900.0
796,2014,Students for Life at Berkeley,SAG,Political & Advocacy RSO,16,1000.0
797,2014,Berkeley Women in Business,SAG,Cultural & Identity/Women Interest RSO,12,300.0
798,2014,BERKOP,SAG,Publications RSO,1,200.0
799,2014,BioEngineering Association of Students,SAG,Academic RSO,1,0.0
800,2014,Black Political Law Association,SAG,Academic RSO,1,200.0
801,2014,Black Student Union,SAG,Cultural & Identity/Cultural & Ethnic RSO,5,1000.0
802,2014,Cal Actuarial League,SAG,Professional RSO,10,500.0
803,2014,Cal Animage Alpha,SAG,Media & Film RSO,4,370.0
804,2014,Cal Berkeley Democrats,SAG,Political & Advocacy RSO,17,3400.0
805,2014,Cal Dragon Boat,SAG,Recreational RSO,10,1200.0
806,2014,Cal Hiking and Outdoor Society,SAG,Recreational RSO,65,1060.0
807,2014,Cal in the Capital,SAG,Service RSO,37,1800.0
808,2014,Cal Japan Club,SAG,Cultural & Identity/Cultural & Ethnic RSO,7,500.0
809,2014,Fiat Lux Scholars Association,SAG,Academic RSO,1,200.0
810,2014,Cal Pre-Vet Club,SAG,Academic RSO,5,210.0
811,2014,Cal Set Design,SAG,Arts RSO,1,200.0
812,2014,CalSlam,SAG,Performing Arts RSO,11,700.0
813,2014,Cal Taiko,SAG,Performing Arts RSO,10,2700.0
814,2014,Cal Undergraduate Public Health Coalition,SAG,Academic RSO,11,1180.0
815,2014,California Mock Trial,SAG,Academic RSO,15,20000.0
816,2014,The Californians,SAG,Sponsored RSO,12,2400.0
817,2014,Ferments at Berkeley,SAG,Recreational RSO,1,150.0
818,2014,Catholic Students at Cal - Newman Hall,SAG,Spiritual RSO,3,500.0
819,2014,Civil and Environmental Engineering Joint Fundraising Committee,SAG,Academic RSO,1,0.0
820,2014,Chi Epsilon - Civil Engineering Honor Society,SAG,Academic RSO,17,0.0
821,2014,Chinese A Cappella at Berkeley,SAG,Performing Arts RSO,1,200.0
822,2014,Chinese People Union,SAG,Cultural & Identity/International RSO,11,1100.0
823,2014,Chinese Student Association,SAG,Cultural & Identity/International RSO,25,3000.0
824,2014,Christian Medical and Dental Associations Chapter at Berkeley,SAG,Health & Wellness RSO,2,70.0
825,2014,Chun Jin Ahm,SAG,Spiritual RSO,1,0.0
826,2014,Circle K International,SAG,Service RSO,20,3500.0
827,2014,Cognitive Science Students Association,SAG,Academic RSO,16,500.0
828,2014,Committee for Korea Studies,SAG,Cultural & Identity/International RSO,10,500.0
829,2014,Common Cause of Berkeley,SAG,Political & Advocacy RSO,3,235.0
830,2014,Company,SAG,Arts RSO,1,200.0
831,2014,Computer Science Undergraduate Association,SAG,Academic RSO,40,1700.0
832,2014,The Conscious Network,SAG,Spiritual RSO,2,130.0
833,2014,CRSSO - Conservation & Resource Studies Student Organization,SAG,Environmental & Sustainability RSO,5,500.0
834,2014,Creative Applications to Life in Origami,SAG,Arts RSO,5,230.0
835,2014,CMG Strategy Consulting,SAG,Professional RSO,2,400.0
836,2014,Crossroads Christian Fellowship: Chinese for Christ Berkeley Church,SAG,Recreational RSO,6,400.0
837,2014,Curling Club at Berkeley,SAG,Recreational RSO,2,400.0
838,2014,Danceworx,SAG,Performing Arts RSO,18,1600.0
839,2014,Danza In Xochitl in Cuicatl,SAG,Cultural & Identity/International RSO,2,400.0
840,2014,Data Science Collaborative at Berkeley,SAG,Technology RSO,1,200.0
841,2014,DeCadence,SAG,Performing Arts RSO,15,700.0
842,2014,Delta Kappa Alpha,SAG,Professional RSO,1,200.0
843,2014,Delta Phi Epsilon Co-ed Professional Foreign Service Fraternity,SAG,Professional RSO,12,500.0
844,2014,Department of Integrative Biology Students,SAG,Departmental RSO,1,100.0
845,2014,Design for America,SAG,Professional RSO,3,600.0
846,2014,Dil Se,SAG,Performing Arts RSO,6,600.0
847,2014,East Asian Langauges & Cultures Undergraduate Student Association,SAG,Cultural & Identity/International RSO,5,200.0
848,2014,East Asian Union,SAG,Cultural & Identity/International RSO,4,800.0
849,2014,Education Undergraduates,SAG,Academic RSO,8,200.0
850,2014,EOP Student Association,SAG,Departmental RSO,2,350.0
851,2014,EFC Chinese Fellowship,SAG,Spiritual RSO,1,200.0
852,2014,Eggster Organization,SAG,Service RSO,14,1600.0
853,2014,EGO (Cal's Traditional Korean Percussion Group),SAG,Performing Arts RSO,4,800.0
854,2014,Engineering Student Council,SAG,Departmental RSO,22,30000.0
855,2014,English Undergraduate Association,SAG,Academic RSO,9,100.0
856,2014,ESPR at Berkeley,SAG,Performing Arts RSO,1,120.0
857,2014,Dance the Bay,SAG,Performing Arts RSO,1,200.0
858,2014,Fashion and Student Trends,SAG,Arts RSO,3,600.0
859,2014,Fei Tian Dancers,SAG,Performing Arts RSO,11,500.0
860,2014,Fellowship in Christ in Berkeley,SAG,Spiritual RSO,9,300.0
861,2014,Foresight Pre-Optometry Club,SAG,Academic RSO,23,1068.0
862,2014,Formula SAE (Society of Automotive Engineers),SAG,Academic RSO,2,0.0
863,2014,"Future Business Leaders of America-Phi Beta Lambda, Inc.",SAG,Professional RSO,10,1600.0
864,2014,Go Game at Berkeley,SAG,Recreational RSO,2,400.0
865,2014,Haas Undergraduate Black Business Association,SAG,Professional RSO,8,0.0
866,2014,Health in All Policies,SAG,Political & Advocacy RSO,1,200.0
867,2014,Hindu Students Council,SAG,Spiritual RSO,7,1250.0
868,2014,Hong Kong Student Association,SAG,Cultural & Identity/International RSO,22,1200.0
869,2014,"Somali, Ethiopian, Eritrean, South Sudanese, Sudanese Association (SEE§A)",SAG,Cultural & Identity/International RSO,19,1000.0
870,2014,Human Rights of the Incarcerated Coalition,SAG,Service RSO,2,250.0
871,2014,Humans of Berkeley,SAG,Media & Film RSO,1,200.0
872,2014,Indian Students Association,SAG,Cultural & Identity/International RSO,11,7000.0
873,2014,UC Berkeley Indus,SAG,Cultural & Identity/Cultural & Ethnic RSO,26,10000.0
874,2014,Ink at Berkeley,SAG,Arts RSO,1,200.0
875,2014,Institute of Transportation Engineers at Berkeley,SAG,Academic RSO,8,0.0
876,2014,Delta Sigma Pi,SAG,Professional RSO,9,1600.0
877,2014,International Justice Mission,SAG,Service RSO,4,300.0
878,2014,International Socialist Organization,SAG,Political & Advocacy RSO,2,300.0
879,2014,International Students' Advisory Committee,SAG,Cultural & Identity/International RSO,2,400.0
880,2014,International Students Association at Berkeley,SAG,Cultural & Identity/International RSO,14,750.0
881,2014,International Youth and Students for Social Equality,SAG,Political & Advocacy RSO,2,400.0
882,2014,InterVarsity Christian Fellowship,SAG,Spiritual RSO,16,3200.0
883,2014,Investment Banking Student Association of Berkeley,SAG,Professional RSO,1,200.0
884,2014,Iranian Student Alliance in America,SAG,Cultural & Identity/International RSO,11,500.0
885,2014,Iranian Students Cultural Organization,SAG,Cultural & Identity/Cultural & Ethnic RSO,18,2200.0
886,2014,Irish Dancers of Berkeley,SAG,Recreational RSO,1,70.0
887,2014,Italian Society at Berkeley,SAG,Cultural & Identity/International RSO,14,800.0
888,2014,Jericho!,SAG,Performing Arts RSO,9,650.0
889,2014,Jewish Student Union,SAG,Spiritual RSO,37,13000.0
890,2014,Kairos Christian Fellowship,SAG,Spiritual RSO,7,700.0
891,2014,Kappa Gamma Delta,SAG,Professional RSO,12,1100.0
892,2014,Kendo Club,SAG,Recreational RSO,1,200.0
893,2014,Klesis,SAG,Spiritual RSO,3,600.0
894,2014,Koinonia Campus Fellowship,SAG,Spiritual RSO,10,450.0
895,2014,Korean American Student Association,SAG,Cultural & Identity/Cultural & Ethnic RSO,33,4500.0
896,2014,Korean-American Scientists and Engineers Association (Silicon Valley Chapter),SAG,Academic RSO,3,600.0
897,2014,K-Popular at Berkeley,SAG,Cultural & Identity/Cultural & Ethnic RSO,4,800.0
898,2014,Latinx Pre-Law Society,SAG,Professional RSO,12,1200.0
899,2014,Undergraduate Legal Honors Society,SAG,Academic RSO,2,200.0
900,2014,League of Legends at Berkeley,SAG,Recreational RSO,1,200.0
901,2014,Lindy On Sproul,SAG,Performing Arts RSO,4,680.0
902,2014,Liberty in North Korea at Berkeley,SAG,Political & Advocacy RSO,10,750.0
903,2014,Longboard Connection at Berkeley,SAG,Recreational RSO,3,200.0
904,2014,Main Stacks Dance Team,SAG,Performing Arts RSO,6,900.0
905,2014,Malaria No More,SAG,Service RSO,2,150.0
906,2014,Mariachi Luz de Oro,SAG,Performing Arts RSO,3,600.0
907,2014,Materials Science and Engineering Association,SAG,Departmental RSO,1,0.0
908,2014,Mechanical Engineering Transfer Student Union,SAG,Departmental RSO,1,200.0
909,2014,Mind Body Nutrition: Students for Integrative and Preventive Medicine,SAG,Health & Wellness RSO,2,400.0
910,2014,"Molecular and Cell Biology, Cell Developmental, Neurobiological Association",SAG,Departmental RSO,1,200.0
911,2014,Molecular Cell Biology Undergraduate Student Association,SAG,Departmental RSO,1,200.0
912,2014,The Movement,SAG,Performing Arts RSO,14,3100.0
913,2014,Multimedia Orchestra @Berkeley,SAG,Performing Arts RSO,2,400.0
914,2014,The Music Connection,SAG,Service RSO,6,200.0
915,2014,Muslim Student Association,SAG,Spiritual RSO,28,7500.0
916,2014,National Society of Leadership and Success- Sigma Alpha Pi,SAG,Professional RSO,1,50.0
917,2014,Natya at Berkeley,SAG,Performing Arts RSO,1,200.0
918,2014,Nerdfighters of Berkeley,SAG,Recreational RSO,2,400.0
919,2014,Net Impact at Berkeley,SAG,Professional RSO,13,800.0
920,2014,Nigerian Students Association,SAG,Cultural & Identity/International RSO,2,400.0
921,2014,Nikkei Student Union,SAG,Cultural & Identity/International RSO,13,1600.0
922,2014,Olive Tree Initiative,SAG,Sponsored RSO,4,800.0
923,2014,Omicron Delta Epsilon,SAG,Professional RSO,8,300.0
924,2014,Optimir Consulting,SAG,Professional RSO,1,200.0
925,2014,Oratory at Berkeley,SAG,Professional RSO,3,200.0
926,2014,Organization of African Students at Berkeley,SAG,Cultural & Identity/International RSO,2,0.0
927,2014,"Out in Science, Technology, Engineering, and Mathematics",SAG,Cultural & Identity/LGBTQ+ RSO,4,0.0
928,2014,OUTLAW at Berkeley,SAG,Cultural & Identity/LGBTQ+ RSO,2,200.0
929,2014,Pakistani Student Association,SAG,Cultural & Identity/International RSO,11,1000.0
930,2014,Parliamentary Debate at Berkeley,SAG,Academic RSO,5,1800.0
931,2014,Partnership for Pre-Professional Pilipinxs,SAG,Professional RSO,14,1000.0
932,2014,PartySafe at Cal,SAG,Health & Wellness RSO,2,400.0
933,2014,"Peers Espousing Amiability, Cooperation, and Education",SAG,Service RSO,2,180.0
934,2014,Finance and Entrepreneurship Club,SAG,Professional RSO,1,200.0
935,2014,Personal Finance Club,SAG,Professional RSO,2,250.0
936,2014,"Phi Alpha Delta Law Fraternity, International",SAG,Professional RSO,6,200.0
937,2014,Phi Alpha Theta,SAG,Academic RSO,10,700.0
938,2014,Phi Chi Pre-Health Fraternity,SAG,Professional RSO,4,300.0
939,2014,Phi Delta Epsilon,SAG,Professional RSO,7,750.0
940,2014,Phi Sigma Pi National Honor Fraternity,SAG,Professional RSO,13,780.0
941,2014,Pi Sigma Epsilon,SAG,Professional RSO,2,400.0
942,2014,Pilipino American Alliance,SAG,Cultural & Identity/Cultural & Ethnic RSO,24,5420.0
943,2014,Pilipino Association for Health Careers,SAG,Professional RSO,22,2000.0
944,2014,"Pilipinx Association of Scientists, Architects, and Engineers",SAG,Professional RSO,26,0.0
945,2014,Point of Care Diagnostics Idea Lab,SAG,Service RSO,1,48.0
946,2014,Portraits of Kindness at Berkeley,SAG,Service RSO,2,400.0
947,2014,Pre-Health Society,SAG,Professional RSO,8,800.0
948,2014,PreDental Society,SAG,Professional RSO,32,212.0
949,2014,"Pre-Pharmacy Informational, Learning and Leadership Society",SAG,Professional RSO,14,2100.0
950,2014,Psi Chi,SAG,Academic RSO,8,375.0
951,2014,Quiz Bowl Club,SAG,Recreational RSO,19,300.0
952,2014,Rising Immigrant Scholars through Education - RISE,SAG,Service RSO,6,3500.0
953,2014,Russian Student Association,SAG,Cultural & Identity/International RSO,11,400.0
954,2014,SACNAS at Berkeley: Undergraduate Chapter,SAG,Service RSO,2,400.0
955,2014,Salsa at Cal,SAG,Recreational RSO,4,565.0
956,2014,Sigma Alpha Nu,SAG,Academic RSO,7,0.0
957,2014,Sikh Students Association,SAG,Cultural & Identity/Cultural & Ethnic RSO,9,1100.0
958,2014,Singapore Student Association,SAG,Cultural & Identity/International RSO,7,500.0
959,2014,Society of Asian Scientists and Engineers,SAG,Professional RSO,3,0.0
960,2014,Society of Physics Students at Berkeley,SAG,Academic RSO,1,200.0
961,2014,Society of Women Engineers,SAG,Cultural & Identity/Women Interest RSO,1,0.0
962,2014,Space Exploration Society at Berkeley,SAG,Academic RSO,1,200.0
963,2014,Speech at Berkeley,SAG,Academic RSO,5,500.0
964,2014,Golden Squares,SAG,Performing Arts RSO,1,200.0
965,2014,Sri Lankan Students Association,SAG,Cultural & Identity/International RSO,1,200.0
966,2014,Steel Bridge Competition Team,SAG,Academic RSO,1,0.0
967,2014,Strait Talk,SAG,Cultural & Identity/International RSO,7,1000.0
968,2014,Strawberry Creek Collective,SAG,Environmental & Sustainability RSO,2,400.0
969,2014,Student Nutrition Advocacy Club,SAG,Academic RSO,2,400.0
970,2014,Student Organic Gardening Association,SAG,Environmental & Sustainability RSO,1,200.0
971,2014,Translational Medicine & Stem Cell Association,SAG,Academic RSO,2,400.0
972,2014,Students Against Fracking,SAG,Political & Advocacy RSO,1,200.0
973,2014,Students for Hip Hop,SAG,Recreational RSO,14,3500.0
974,2014,Students for Integrative Medicine,SAG,Health & Wellness RSO,5,95.0
975,2014,Students for Justice in Palestine,SAG,Political & Advocacy RSO,9,600.0
976,2014,Surfing Club at Berkeley,SAG,Recreational RSO,3,450.0
977,2014,Synesthesia Association at Berkeley,SAG,Academic RSO,2,400.0
978,2014,Taiwanese American Student Association,SAG,Cultural & Identity/Cultural & Ethnic RSO,18,2000.0
979,2014,Taiwanese Student Association,SAG,Cultural & Identity/International RSO,18,1680.0
980,2014,TBD Comedy,SAG,Performing Arts RSO,3,400.0
981,2014,Technology Entrepreneurs Club at Berkeley,SAG,Technology RSO,1,200.0
982,2014,Berkeley Tennis Association,SAG,Recreational RSO,1,200.0
983,2014,Theatre Rice: Modern Asian-American Theater,SAG,Performing Arts RSO,15,3000.0
984,2014,Theta Tau,SAG,Professional RSO,4,0.0
985,2014,Thrive Dance Company,SAG,Performing Arts RSO,3,500.0
986,2014,Toxicology Student Association of Berkeley,SAG,Departmental RSO,4,600.0
987,2014,Tzu Chi Compassion Relief Foundation,SAG,Service RSO,7,450.0
988,2014,UC Jazz Ensembles,SAG,Performing Arts RSO,28,2000.0
989,2014,Undergraduate Communications Association,SAG,Academic RSO,1,200.0
990,2014,Undergraduate Economics Association,SAG,Academic RSO,14,350.0
991,2014,Undergraduate Finance Association|Undergraduate Management Consulting Group,SAG,Professional RSO,7,300.0
992,2014,Undergraduate Marketing Association,SAG,Academic RSO,18,800.0
993,2014,Undergraduate Real Estate Club,SAG,Professional RSO,1,200.0
994,2014,UC Berkeley Model United Nations,SAG,Academic RSO,22,7000.0
995,2014,UC Rally Committee,SAG,Service RSO,114,35000.0
996,2014,Upsilon Pi Epsilon,SAG,Academic RSO,1,200.0
997,2014,Voyager Consulting,SAG,Professional RSO,3,500.0
998,2014,West Coast Rock Club,SAG,Performing Arts RSO,1,200.0
999,2014,Wildlife Society at Berkeley,SAG,Professional RSO,2,150.0
1000,2014,Womxn in Mathematics at Berkeley,SAG,Cultural & Identity/Women Interest RSO,1,200.0
1001,2014,ZM Chinese Network,SAG,Cultural & Identity/International RSO,1,200.0
1002,2014,100 Strong: Female Mentorship and Leadership Development,SISG,Service RSO,1,300.0
1003,2014,A Brighter Tomorrow,SISG,Health & Wellness RSO,2,500.0
1004,2014,Active Minds at Berkeley,SISG,Health & Wellness RSO,1,130.0
1005,2014,Alternative Breaks,SISG,Service RSO,12,1200.0
1006,2014,American Red Cross at Cal,SISG,Service RSO,10,5000.0
1007,2014,Amnesty International,SISG,Service RSO,34,800.0
1008,2014,Art of Living,SISG,Health & Wellness RSO,5,700.0
1009,2014,Asian American and Pacific Islander Health Research Group,SISG,Health & Wellness RSO,2,500.0
1010,2014,Renters' Legal Assistance,SISG,Service RSO,32,3200.0
1011,2014,ASUC Student Legal Clinic,SISG,Service RSO,31,3000.0
1012,2014,Spectrum: Autism at Cal,SISG,Political & Advocacy RSO,4,900.0
1013,2014,Bay Area Environmentally Aware Consulting Network,SISG,Environmental & Sustainability RSO,7,800.0
1014,2014,Bears for Elder Welfare,SISG,Service RSO,3,40.0
1015,2014,Berkeley City College Service Community,SISG,Service RSO,3,400.0
1016,2014,Engineers and Mentors of Berkeley,SISG,Academic RSO,6,0.0
1017,2014,Berkeley Medical Reserve Corps,SISG,Health & Wellness RSO,1,300.0
1018,2014,The Berkeley Project,SISG,Service RSO,8,1000.0
1019,2014,Best Buddies at Berkeley,SISG,Service RSO,8,400.0
1020,2014,Black Recruitment and Retention Center,SISG,Sponsored RSO,32,43100.0
1021,2014,Black Students in Health Association,SISG,Cultural & Identity/Cultural & Ethnic RSO,1,200.0
1022,2014,Blood Pressure Project,SISG,Service RSO,1,300.0
1023,2014,"Blueprint, Technology for Nonprofits",SISG,Service RSO,3,500.0
1024,2014,Body Peace,SISG,Health & Wellness RSO,2,361.0
1025,2014,bridges Multicultural Resource Center,SISG,Sponsored RSO,18,22500.0
1026,2014,Cal Habitat for Humanity,SISG,Service RSO,14,2000.0
1027,2014,Cal Camp,SISG,Service RSO,66,15000.0
1028,2014,Cal Community Music,SISG,Performing Arts RSO,30,300.0
1029,2014,Cal in Local Government,SISG,Service RSO,7,1700.0
1030,2014,Cal Queer & Asian,SISG,Cultural & Identity/LGBTQ+ RSO,5,1100.0
1031,2014,Cal Veterans Group,SISG,Cultural & Identity/Cultural & Ethnic RSO,6,2000.0
1032,2014,California Public Interest Research Group,SISG,Political & Advocacy RSO,9,370.0
1033,2014,Camp Kesem Berkeley,SISG,Service RSO,2,500.0
1034,2014,Chicanx/Latinx Architecture Student Association,SISG,Cultural & Identity/Cultural & Ethnic RSO,1,100.0
1035,2014,Chicano(a)s/Latino(a)s in Health Education,SISG,Cultural & Identity/Cultural & Ethnic RSO,25,2300.0
1036,2014,Coaching Corps at Berkeley,SISG,Service RSO,1,200.0
1037,2014,Code the Change,SISG,Technology RSO,2,500.0
1038,2014,Colleges Against Cancer,SISG,Service RSO,4,900.0
1039,2014,Creative Residencies for Emerging Artists Teaching Empowerment,SISG,Service RSO,2,500.0
1040,2014,CS KickStart,SISG,Academic RSO,3,0.0
1041,2014,Disabled Students' Union,SISG,Cultural & Identity/Cultural & Ethnic RSO,10,800.0
1042,2014,Dr. Interns,SISG,Professional RSO,2,200.0
1043,2014,Drawn to Scale,SISG,Performing Arts RSO,4,400.0
1044,2014,DULCE (Diabetes: Unidos Lograremos Controlar Esta Enfermedad),SISG,Health & Wellness RSO,7,550.0
1045,2014,Empathy FX International,SISG,Service RSO,2,1500.0
1046,2014,Engineers Without Borders at Berkeley,SISG,Service RSO,3,0.0
1047,2014,EthiCAL Apparel,SISG,Environmental & Sustainability RSO,5,600.0
1048,2014,Expanding Your Horizons at Berkeley,SISG,Service RSO,3,0.0
1049,2014,FeelGood,SISG,Service RSO,7,782.0
1050,2014,Footprintz at Berkeley,SISG,Service RSO,2,500.0
1051,2014,Free Racquet Club at Berkeley,SISG,Service RSO,2,168.0
1052,2014,Gates Millennium Student Association,SISG,Service RSO,8,860.0
1053,2014,Global Health Brigades at Berkeley,SISG,Service RSO,8,300.0
1054,2014,Global Internships @ Berkeley,SISG,Professional RSO,2,200.0
1055,2014,Grant a Wish at Berkeley,SISG,Service RSO,2,200.0
1056,2014,Health and Medical Apprenticeship Program,SISG,Health & Wellness RSO,30,14500.0
1057,2014,Hermanas Unidas de UC Berkeley,SISG,Cultural & Identity/Cultural & Ethnic RSO,9,900.0
1058,2014,Hermanos Unidos,SISG,Cultural & Identity/Cultural & Ethnic RSO,9,600.0
1059,2014,Hmong Student Association at Berkeley,SISG,Cultural & Identity/International RSO,7,1500.0
1060,2014,Inside the Living Room,SISG,Service RSO,5,400.0
1061,2014,International Service Learning at Berkeley,SISG,Service RSO,1,300.0
1062,2014,Iu-Mien Student Union,SISG,Cultural & Identity/International RSO,8,1300.0
1063,2014,Labor Coach Program,SISG,Service RSO,4,800.0
1064,2014,Laotian American Student Representatives,SISG,Cultural & Identity/Cultural & Ethnic RSO,16,850.0
1065,2014,Let's Rise - Asian Mentorship Program,SISG,Service RSO,11,1500.0
1066,2014,The Magnolia Project,SISG,Service RSO,8,900.0
1067,2014,MEDLIFE,SISG,Service RSO,4,450.0
1068,2014,Microfinance at Berkeley,SISG,Service RSO,3,400.0
1069,2014,Mixed @ Berkeley Recruitment and Retention Center - MRRC,SISG,Sponsored RSO,18,1300.0
1070,2014,National Council of Negro Women,SISG,Cultural & Identity/Women Interest RSO,8,2300.0
